y, z, Average_Vx, Average_Vy, Average_Vz, AtomCount
22.4272 2.49933 -0.000629886 -0.00093267 0.000460141 10.0351
23.424 2.49933 -0.000913904 0.000825245 -0.000131539 30.1054
24.4208 2.49933 0.000526709 -0.000496123 0.000479393 9.53337
25.4175 2.49933 -0.00128651 -0.000525699 -0.000463175 5.01756
26.4143 2.49933 0.000182104 -0.000609797 0.000216395 8.52986
27.4111 2.49933 9.73597e-05 -0.000285411 -0.00140144 12.5439
28.4078 2.49933 -0.000538623 -0.000932657 -0.000291536 22.579
29.4046 2.49933 0.000341987 -0.000330282 -0.000256178 16.558
30.4014 2.49933 -0.000952949 -0.00104294 3.29959e-05 8.52986
31.3981 2.49933 -0.000499674 0.000256155 0.00034053 25.5896
32.3949 2.49933 -2.08888e-05 -0.000261826 0.000466738 11.5404
33.3917 2.49933 0.00108283 -0.000992298 0.000684767 8.0281
34.3884 2.49933 -0.00132959 0.000329025 0.00156461 5.51932
35.3852 2.49933 -0.000887598 -0.00056636 0.00192625 7.52634
36.382 2.49933 -0.000553121 -0.000682478 -0.000245261 14.0492
37.3787 2.49933 1.53346e-05 -0.000617126 0.000325533 25.5896
38.3755 2.49933 -0.0004714 -0.000861454 0.00071524 13.0457
39.3723 2.49933 -0.000751707 0.000496197 -0.000737818 17.0597
40.369 2.49933 0.000511883 0.000494399 -0.00062108 18.565
41.3658 2.49933 0.000756066 0.000879353 -0.00160033 11.0386
42.3626 2.49933 -0.000351376 0.000363269 0.000416958 7.02459
43.3593 2.49933 0.00166217 0.000148008 0.00125265 5.51932
44.3561 2.49933 -3.76664e-05 -0.000249775 0.000394176 10.0351
45.3529 2.49933 0.000433431 -0.000744665 1.10168e-05 15.0527
46.3496 2.49933 2.44186e-06 -0.000522791 -0.000528352 13.5474
47.3464 2.49933 0.00148095 -0.00085179 -0.00057213 13.0457
48.3432 2.49933 0.000753773 -8.62059e-05 0.000130178 21.0738
49.3399 2.49933 6.67044e-06 -0.00134985 -0.000188184 11.0386
50.3367 2.49933 -0.00236614 0.0020974 -0.000363045 2.00703
51.3335 2.49933 0.000228077 0.000195094 -0.000849667 10.5369
52.3302 2.49933 0.000131208 0.00082726 -0.00120493 9.03161
53.327 2.49933 0.000626388 0.000555826 -0.000771291 16.558
54.3238 2.49933 -0.000227911 0.000143134 0.000425979 19.0667
55.3205 2.49933 -0.000280145 0.00147416 0.000532219 10.0351
56.3173 2.49933 -0.000208673 -2.34335e-05 -0.000107375 26.5931
57.3141 2.49933 0.000391169 -0.00035595 0.000429469 18.0632
58.3108 2.49933 -0.000559307 -0.000398693 0.000386727 8.52986
59.3076 2.49933 -0.000354649 -0.000856517 0.000870102 4.01405
60.3044 2.49933 -0.00115458 -0.000932465 -0.000538956 7.02459
61.3011 2.49933 -0.000611975 0.000448482 -0.000282582 15.0527
62.2979 2.49933 -5.11583e-05 0.000400922 0.000173706 25.5896
63.2947 2.49933 0.000476926 -0.000747483 -0.00122383 11.5404
64.2914 2.49933 -5.47607e-05 0.000158832 0.00082159 15.0527
